text,label
"Ruang kelas dengan konsep outdoor class","positif"
"UKM Bulutangkis rutin mengadakan turnamen internal","positif"
"Fasilitas air minum isi ulang di setiap lantai","positif"
"Mahasiswa bisa menggunakan scanner di perpustakaan","positif"
"Pelatihan membuat CV ATS friendly","positif"
"Tersedia tempat sampah di bawah meja","positif"
"Ruang tunggu dosen pembimbing ber-AC","positif"
"Kegiatan donor plasma konvalesen","positif"
"Program beasiswa ikatan dinas perusahaan","positif"
"Mahasiswa bisa meminjam kamera DSLR di UKM","positif"
"Fasilitas tempat duduk di koridor yang nyaman","positif"
"UKM Kewirausahaan memiliki coffee shop sendiri","positif"
"Proses pengajuan dana kegiatan ormawa transparan","positif"
"Ruang baca outdoor di taman belakang","positif"
"Mahasiswa bisa mengakses software editing video","positif"
"Tersedia kursi lipat untuk acara di lapangan","positif"
"Pelatihan design thinking untuk mahasiswa","positif"
"Fasilitas genset untuk listrik cadangan","positif"
"Ruang seminar dengan kapasitas 500 orang","positif"
"Mahasiswa bisa meminjam bola di sekretariat UKM","positif"
"Tersedia kopi dan teh di ruang perpustakaan","positif"
"Program magang di perusahaan multinasional","positif"
"UKM Voli Pantai memiliki lapangan pasir putih","positif"
"Fasilitas tempat sampah khusus kertas","positif"
"Proses pendaftaran asisten dosen mudah","positif"
"Mahasiswa bisa menggunakan ruang teater untuk latihan","positif"
"Tersedia alat p3k di setiap lantai","positif"
"Ruang kelas dengan meja lipat modern","positif"
"Kegiatan workshop penulisan skripsi cepat","positif"
"Pelayanan informasi beasiswa melalui email","positif"
"Fasilitas jalur evakuasi gempa jelas","positif"
"Mahasiswa bisa meminjam payung di resepsionis","positif"
"Tersedia ruang bermain anak di daycare kampus","positif"
"UKM Silat memiliki pelatih nasional","positif"
"Proses pendaftaran proposal PKM didanai penuh","positif"
"Ruang himpunan mahasiswa memiliki dapur kecil","positif"
"Fasilitas mesin jahit di UKM Fashion","positif"
"Mahasiswa bisa mengakses Zoom tanpa batas waktu","positif"
"Tersedia layanan print 3D di perpustakaan","positif"
"Program beasiswa prestasi untuk mahasiswa","positif"
"Ruang baca dengan jendela besar menghadap taman","positif"
"UKM Pecinta Alam memiliki perlengkapan lengkap","positif"
"Fasilitas tempat sampah organik dan non organik","positif"
"Mahasiswa bisa meminjam laptop di perpustakaan","positif"
"Tersedia alat penghancur kertas di TU","positif"
"Pelatihan menulis artikel ilmiah gratis","positif"
"Ruang kelas dengan akses listrik di setiap meja","positif"
"Kegiatan festival makanan tradisional","positif"
"Program magang di kementerian luar negeri","positif"
"Mahasiswa bisa menggunakan software desain grafis","positif"
"Fasilitas toilet dengan air hangat","positif"
"Tersedia ruang tunggu untuk sopir","positif"
"UKM Renang memiliki jadwal latihan rutin","positif"
"Proses pengurusan surat keterangan sehat cepat","positif"
"Ruang himpunan mahasiswa luas dan bersih","positif"
"Fasilitas tempat parkir mobil dosen","positif"
"Mahasiswa bisa meminjam alat tulis di sekretariat","positif"
"Tersedia minuman jahe hangat di mushola","positif"
"Program pendampingan legalitas usaha","positif"
"Ruang kelas dengan proyektor ultra short throw","positif"
"UKM Catur mengadakan pertandingan online","positif"
"Fasilitas charger handphone di setiap meja baca","positif"
"Mahasiswa bisa mengakses jurnal predator free","positif"
"Pelatihan penggunaan Mendeley untuk sitasi","positif"
"Tersedia tempat sampah khusus masker","positif"
"Ruang tunggu tamu di rektorat ber-AC","positif"
"Kegiatan halal bi halal civitas akademika","positif"
"Program beasiswa untuk mahasiswa Papua","positif"
"Mahasiswa bisa meminjam speaker portable","positif"
"Fasilitas tempat wudhu yang selalu bersih","positif"
"UKM Taekwondo memiliki matras standar kompetisi","positif"
"Proses pendaftaran cuti akademik online","positif"
"Ruang himpunan mahasiswa ada televisi","positif"
"Fasilitas kebun percobaan untuk pertanian","positif"
"Mahasiswa bisa menggunakan mesin binding skripsi","positif"
"Tersedia layanan antar jemput mahasiswa baru","positif"
"Pelatihan membuat business plan","positif"
"Ruang kelas dengan papan tulis elektronik","positif"
"UKM Bulutangkis memiliki shuttlecock berkualitas","positif"
"Fasilitas loker dengan kunci kombinasi","positif"
"Mahasiswa bisa meminjam alat peraga praktikum","positif"
"Tersedia bantal leher di ruang baca","positif"
"Program magang di perbankan syariah","positif"
"Ruang seminar dengan kursi yang nyaman","positif"
"UKM Paduan Suara memiliki piano","positif"
"Fasilitas tempat sampah khusus kaleng","positif"
"Mahasiswa bisa mengakses turnitin untuk cek plagiat","positif"
"Tersedia kopi tubruk di kantin pagi hari","positif"
"Pelatihan manajemen waktu untuk mahasiswa","positif"
"Ruang kelas dengan lampu sensor gerak","positif"
"Kegiatan pameran buku murah tiap semester","positif"
"Program beasiswa untuk mahasiswa berprestasi","positif"
"Mahasiswa bisa meminjam alat ukur di lab teknik","positif"
"Fasilitas tempat parkir motor yang luas","positif"
"UKM Tari memiliki kostum tari yang lengkap","positif"
"Proses pendaftaran magang kampus merdeka mudah","positif"
"Ruang himpunan mahasiswa dilengkapi kipas angin","positif"
"Fasilitas genset saat listrik padam","positif"
"Mahasiswa bisa menggunakan software SPSS berlisensi","positif"
"Tersedia layanan legalisir ijazah via pos","positif"
"Pelatihan fotografi untuk pemula","positif"
"Ruang baca dengan pencahayaan alami","positif"
"UKM Sepak Bola memiliki bola latihan banyak","positif"
"Fasilitas tempat sampah tertutup otomatis","positif"
"Mahasiswa bisa meminjam alat gambar teknik","positif"
"Tersedia teh celup di pantry dosen","positif"
"Program magang di perusahaan teknologi","positif"
"Ruang kelas dengan lantai karpet","positif"
"UKM Robotik memiliki kit arduino lengkap","positif"
"Fasilitas tempat cuci sepeda motor","positif"
"Mahasiswa bisa mengakses e-book gratis","positif"
"Tersedia ruang ganti di klinik","positif"
"Pelatihan negosiasi gaji untuk fresh graduate","positif"
"Ruang tunggu di depan lift ber-AC","positif"
"Kegiatan bakti sosial ke desa binaan","positif"
"Program beasiswa untuk mahasiswa kurang mampu","positif"
"Mahasiswa bisa meminjam kabel roll di TU","positif"
"Fasilitas tempat sampah di setiap meja","positif"
"UKM Panjat Tebing memiliki wall climbing","positif"
"Proses pendaftaran yudisium gelombang 3","positif"
"Ruang himpunan mahasiswa ada papan dart","positif"
"Fasilitas tempat parkir mobil tamu","positif"
"Mahasiswa bisa menggunakan software ArcGIS","positif"
"Tersedia gula dan krimer di pantry","positif"
"Pelatihan menjahit tingkat lanjut","positif"
"Ruang kelas dengan kursi busa","positif"
"UKM Basket memiliki bola basket baru","positif"
"Fasilitas CCTV di area parkir","positif"
"Mahasiswa bisa meminjam alat safety di lab","positif"
"Tersedia layanan konsultasi skripsi online","positif"
"Program magang di lembaga penelitian","positif"
"Ruang baca dengan sofa malas","positif"
"UKM Pramuka memiliki tenda dome","positif"
"Fasilitas tempat sampah khusus plastik","positif"
"Mahasiswa bisa mengakses grammarly premium kampus","positif"
"Tersedia kopi luwak di kantin fakultas","positif"
"Pelatihan public speaking untuk karir","positif"
"Ruang kelas dengan jendela kedap suara","positif"
"Kegiatan lomba karya tulis ilmiah nasional","positif"
"Program beasiswa untuk mahasiswa bidikmisi","positif"
"Mahasiswa bisa meminjam alat musik tradisional","positif"
"Fasilitas tempat parkir sepeda lipat","positif"
"UKM Teater memiliki kostum drama","positif"
"Proses pendaftaran asisten praktikum online","positif"
"Ruang himpunan mahasiswa ada loker","positif"
"Fasilitas genset berkapasitas besar","positif"
"Mahasiswa bisa menggunakan software Matlab","positif"
"Tersedia minuman serbuk di pantry","positif"
"Pelatihan manajemen konflik","positif"
"Ruang baca dengan pemandangan kolam ikan","positif"
"UKM Voli memiliki net baru","positif"
"Fasilitas tempat sampah khusus kaca","positif"
"Mahasiswa bisa meminjam tripod kamera","positif"
"Tersedia layanan antar jemput karyawan","positif"
"Program magang di industri kreatif","positif"
"Ruang kelas dengan screen motorized","positif"
"UKM Paduan Suara memiliki konduktor profesional","positif"
"Fasilitas tempat parkir mobil rektor","positif"
"Mahasiswa bisa mengakses canva pro gratis","positif"
"Tersedia kopi susu di koperasi","positif"
"Pelatihan penulisan press release","positif"
"Ruang tunggu dengan majalah terbaru","positif"
"Kegiatan jalan sehat keluarga besar kampus","positif"
"Program beasiswa untuk mahasiswa atlet","positif"
"Mahasiswa bisa meminjam alat solder","positif"
"Fasilitas tempat sampah di taman","positif"
"UKM Bulutangkis memiliki raket cadangan","positif"
"Proses pendaftaran wisuda gelombang 2","positif"
"Ruang himpunan mahasiswa ada papan catur","positif"
"Fasilitas tempat parkir motor tamu","positif"
"Mahasiswa bisa menggunakan software AutoCAD","positif"
"Tersedia teh manis di kantin","positif"
"Pelatihan teknik presentasi memukau","positif"
"Ruang kelas dengan kipas angin besar","positif"
"UKM Robotik memiliki 3D printer","positif"
"Fasilitas CCTV di setiap gedung","positif"
"Mahasiswa bisa meminjam mikroskop di lab","positif"
"Tersedia layanan konseling karir","positif"
"Program magang di perusahaan BUMN","positif"
"Ruang baca dengan bean bag","positif"
"UKM Pramuka memiliki kompas","positif"
"Fasilitas tempat sampak khusus sampah B3","positif"
"Mahasiswa bisa mengakses google scholar","positif"
"Tersedia kopi robusta di kantin","positif"
"Pelatihan kepemimpinan mahasiswa","positif"
"Ruang kelas dengan whiteboard besar","positif"
"Kegiatan seminar nasional pendidikan","positif"
"Program beasiswa untuk mahasiswa asing","positif"
"Mahasiswa bisa meminjam gitar elektrik","positif"
"Fasilitas tempat parkir sepeda gunung","positif"
"UKM Tari memiliki properti tari","positif"
"Proses pendaftaran KKN tematik online","positif"
"Ruang himpunan mahasiswa ada meja baca","positif"
"Fasilitas genset otomatis","positif"
"Mahasiswa bisa menggunakan software Corel Draw","positif"
"Tersedia minuman isotonik di koperasi","positif"
"Pelatihan desain presentasi powerpoint","positif"
"Ruang tunggu dengan televisi layar datar","positif"
"UKM Sepak Bola memiliki cone latihan","positif"
"Fasilitas tempat sampah di koridor","positif"
"Mahasiswa bisa meminjam kamera mirrorless","positif"
"Tersedia layanan antar jemput bandara","positif"
"Program magang di perusahaan swasta","positif"
"Ruang kelas dengan AC inverter","positif"
"UKM Paduan Suara memiliki sound system","positif"
"Fasilitas tempat parkir mobil dekan","positif"
"Mahasiswa bisa mengakses LinkedIn Learning","positif"
"Tersedia kopi arabika di kantin pusat","positif"
"Pelatihan video editing untuk pemula","positif"
"Ruang baca dengan lampu meja","positif"
"Kegiatan donor darah massal","positif"
"Mahasiswa bisa meminjam alat bor listrik","positif"
"Fasilitas tempat sampah di toilet","positif"
"UKM Bulutangkis memiliki kok berkualitas","positif"
"Proses pendaftaran yudisium gelombang 1","positif"
"Ruang himpunan mahasiswa ada kursi tamu","positif"
"Fasilitas tempat parkir motor dosen","positif"
"Mahasiswa bisa menggunakan software SketchUp","positif"
"Tersedia teh tarik di kantin","positif"
"Pelatihan manajemen stress","positif"
"Ruang kelas dengan proyektor 4K","positif"
"UKM Robotik memiliki komponen elektronik","positif"
"Fasilitas CCTV di pintu gerbang","positif"
"Mahasiswa bisa meminjam termometer di lab","positif"
"Tersedia layanan konseling akademik","positif"
"Program magang di kementerian pendidikan","positif"
"Ruang tunggu dengan koran pagi","positif"
"UKM Pramuka memiliki tali temali","positif"
"Fasilitas tempat sampah khusus organik","positif"
"Mahasiswa bisa mengakses ResearchGate","positif"
"Tersedia kopi gayo di kantin fakultas","positif"
"Pelatihan pembuatan website","positif"
"Ruang kelas dengan kursi putar","positif"
"Kegiatan lomba debat konstitusi","positif"
"Mahasiswa bisa meminjam keyboard musik","positif"
"Fasilitas tempat parkir sepeda balap","positif"
"UKM Tari memiliki sound system mini","positif"
"Proses pendaftaran KKN reguler online","positif"
"Ruang himpunan mahasiswa ada papan tulis","positif"
"Fasilitas genset silent","positif"
"Mahasiswa bisa menggunakan software Adobe Premier","positif"
"Tersedia minuman berenergi di koperasi","positif"
"Pelatihan negosiasi bisnis","positif"
"Ruang baca dengan AC","positif"
"UKM Sepak Bola memiliki rompi latihan","positif"
"Fasilitas tempat sampah di selasar","positif"
"Mahasiswa bisa meminjam drone di UKM","positif"
"Tersedia layanan antar jemput stasiun","positif"
"Program magang di perusahaan asing","positif"
"Ruang kelas dengan lantai vinyl","positif"
"UKM Paduan Suara memiliki stand partitur","positif"
"Fasilitas tempat parkir mobil tamu VIP","positif"
"Mahasiswa bisa mengakses Udemy for Business","positif"
"Tersedia kopi toraja di kantin","positif"
"Pelatihan fotografi smartphone","positif"
"Ruang tunggu dengan AC central","positif"
"Kegiatan jalan sehat hari minggu","positif"
"Mahasiswa bisa meminjam alat las listrik","positif"
"Fasilitas tempat sampah di ruang kelas","positif"
"UKM Bulutangkis memiliki net portable","positif"
"Proses pendaftaran wisuda gelombang 3","positif"
"Ruang himpunan mahasiswa ada kipas angin","positif"
"Fasilitas tempat parkir motor tenda","positif"
"Mahasiswa bisa menggunakan software Filmora","positif"
"Tersedia teh hijau di kantin","positif"
"Pelatihan time management","positif"
"Ruang kelas dengan speaker active","positif"
"UKM Robotik memiliki sensor ultrasonik","positif"
"Fasilitas CCTV di perpustakaan","positif"
"Mahasiswa bisa meminjam multimeter di lab","positif"
"Tersedia layanan konseling pribadi","positif"
"Program magang di rumah sakit","positif"
"Ruang baca dengan koleksi koran","positif"
"UKM Pramuka memiliki tenda pleton","positif"
"Fasilitas tempat sampah khusus anorganik","positif"
"Mahasiswa bisa mengakses academia.edu","positif"
"Tersedia kopi lampung di kantin","positif"
"Pelatihan digital marketing","positif"
"Ruang kelas dengan meja kayu solid","positif"
"Kegiatan seminar internasional","positif"
"Program beasiswa untuk mahasiswa baru","positif"
"Mahasiswa bisa meminjam drum set","positif"
"UKM Tari memiliki panggung portable","positif"
"Proses pendaftaran KKN internasional online","positif"
"Ruang himpunan mahasiswa ada sofa","positif"
"Fasilitas genset super silent","positif"
"Mahasiswa bisa menggunakan software Adobe Photoshop","positif"
"Tersedia minuman jahe di mushola","positif"
"Pelatihan manajemen proyek","positif"
"Ruang tunggu dengan dispenser","positif"
"UKM Sepak Bola memiliki gawang portable","positif"
"Fasilitas tempat sampah di ruang dosen","positif"
"Mahasiswa bisa meminjam alat DJI Osmo","positif"
"Tersedia layanan antar jemput kampus","positif"
"Program magang di bank Indonesia","positif"
"Ruang kelas dengan AC standing","positif"
"UKM Paduan Suara memiliki keyboard","positif"
"Fasilitas tempat parkir mobil rektorat","positif"
"Mahasiswa bisa mengakses Coursera gratis","positif"
"Tersedia kopi flores di kantin","positif"
"Pelatihan content creator","positif"
"Ruang baca dengan sofa merah","positif"
"Kegiatan donor darah rutin","positif"
"Mahasiswa bisa meminjam alat gergaji mesin","positif"
"Fasilitas tempat sampah di lobby","positif"
"UKM Bulutangkis memiliki tiang net","positif"
"Proses pendaftaran yudisium gelombang 4","positif"
"Ruang himpunan mahasiswa ada lemari","positif"
"Fasilitas tempat parkir motor beratap","positif"
"Mahasiswa bisa menggunakan software Adobe Illustrator","positif"
"Tersedia teh lemon di kantin","positif"
"Pelatihan entrepreneurship","positif"
"Ruang kelas dengan smart board","positif"
"UKM Robotik memiliki motor servo","positif"
"Fasilitas CCTV di kantin","positif"
"Mahasiswa bisa meminjam power supply di lab","positif"
"Tersedia layanan konseling kelompok","positif"
"Program magang di perusahaan logistik","positif"
"Ruang tunggu dengan kipas angin","positif"
"UKM Pramuka memiliki nesting","positif"
"Mahasiswa bisa mengakses ScienceDirect","positif"
"Tersedia kopi jawa di kantin","positif"
"Pelatihan public relation","positif"
"Ruang kelas dengan tirai otomatis","positif"
"Kegiatan lomba cerdas cermat","positif"
"Program beasiswa untuk mahasiswa pindahan","positif"
"Mahasiswa bisa meminjam biola","positif"
"Fasilitas tempat parkir sepeda motor","positif"
"UKM Tari memiliki tape recorder","positif"
"Proses pendaftaran KKN mandiri online","positif"
"Ruang himpunan mahasiswa ada jam dinding","positif"
"Fasilitas genset portable","positif"
"Mahasiswa bisa menggunakan software Visual Studio","positif"
"Tersedia minuman coklat di koperasi","positif"
"Pelatihan problem solving","positif"
"Ruang baca dengan karpet tebal","positif"
"UKM Sepak Bola memiliki sepatu bola","positif"
"Mahasiswa bisa meminjam kamera 360","positif"
"Tersedia layanan antar jemput mahasiswa","positif"
"Program magang di perusahaan minyak","positif"
"Ruang kelas dengan AC cassette","positif"
"UKM Paduan Suara memiliki metronome","positif"
"Fasilitas tempat parkir mobil kaprodi","positif"
"Mahasiswa bisa mengakses IEEE Xplore","positif"
"Tersedia kopi bali di kantin","positif"
"Pelatihan critical thinking","positif"
"Ruang tunggu dengan kursi kulit","positif"
"Kegiatan bakti sosial ke panti jompo","positif"
"Mahasiswa bisa meminjam alat ketam kayu","positif"
"Fasilitas tempat sampah di parkiran","positif"
"UKM Bulutangkis memiliki shuttlecock plastik","positif"
"Proses pendaftaran wisuda gelombang 4","positif"
"Ruang himpunan mahasiswa ada cermin","positif"
"Fasilitas tempat parkir motor bawah tanah","positif"
"Mahasiswa bisa menggunakan software Android Studio","positif"
"Tersedia teh melati di kantin","positif"
"Pelatihan creative thinking","positif"
"Ruang kelas dengan lampu LED","positif"
"UKM Robotik memiliki Arduino Mega","positif"
"Fasilitas CCTV di laboratorium","positif"
"Mahasiswa bisa meminjam tang ampere di lab","positif"
"Tersedia layanan konseling keluarga","positif"
"Program magang di perusahaan IT","positif"
"Ruang baca dengan bantal duduk","positif"
"UKM Pramuka memiliki sleeping bag","positif"
"Fasilitas tempat sampah khusus botol","positif"
"Mahasiswa bisa mengakses SpringerLink","positif"
"Tersedia kopi aceh di kantin","positif"
"Pelatihan analytical thinking","positif"
"Ruang kelas dengan kipas dinding","positif"
"Kegiatan seminar penelitian","positif"
"Mahasiswa bisa meminjam saxophone","positif"
"Fasilitas tempat parkir sepeda ontel","positif"
"UKM Tari memiliki kaset tutorial","positif"
"Ruang himpunan mahasiswa ada galon","positif"
"Fasilitas genset pindah-pindah","positif"
"Mahasiswa bisa menggunakan software XAMPP","positif"
"Tersedia minuman susu kedelai di koperasi","positif"
"Pelatihan strategic thinking","positif"
"Ruang tunggu dengan meja bundar","positif"
"UKM Sepak Bola memiliki kaos tim","positif"
"Fasilitas tempat sampah di ruang rapat","positif"
"Mahasiswa bisa meminjam alat gopro","positif"
"Tersedia layanan antar jemput dosen","positif"
"Program magang di perusahaan farmasi","positif"
"Ruang kelas dengan AC split","positif"
"UKM Paduan Suara memiliki garpu tala","positif"
"Mahasiswa bisa mengakses ProQuest","positif"
"Tersedia kopi luwak asli di kantin","positif"
"Pelatihan design thinking","positif"
"Ruang baca dengan lampu tidur","positif"
"Kegiatan jalan santai akhir pekan","positif"
"Mahasiswa bisa meminjam alat bor tangan","positif"
"Fasilitas tempat sampah di ruang sidang","positif"
"UKM Bulutangkis memiliki grip raket","positif"
"Proses pendaftaran yudisium gelombang 5","positif"
"Ruang himpunan mahasiswa ada tempat sampah","positif"
"Fasilitas tempat parkir motor outdoor","positif"
"Mahasiswa bisa menggunakan software NetBeans","positif"
"Tersedia teh hitam di kantin","positif"
"Pelatihan design sprint","positif"
"Ruang kelas dengan stop kontak banyak","positif"
"UKM Robotik memiliki Raspberry Pi","positif"
"Fasilitas CCTV di ruang server","positif"
"Mahasiswa bisa meminjam tang potong di lab","positif"
"Tersedia layanan konseling trauma","positif"
"Program magang di perusahaan konstruksi","positif"
"Ruang tunggu dengan tanaman hias","positif"
"UKM Pramuka memiliki matras","positif"
"Fasilitas tempat sampah khusus gelas","positif"
"Mahasiswa bisa mengakses Emerald Insight","positif"
"Tersedia kopi tubruk spesial di kantin","positif"
"Pelatihan project management","positif"
"Ruang kelas dengan jendela kaca film","positif"
"Kegiatan lomba karya inovasi","positif"
"Program beasiswa untuk mahasiswa S2","positif"
"Mahasiswa bisa meminjam terompet","positif"
"Fasilitas tempat parkir sepeda statis","positif"
"UKM Tari memiliki kipas tari","positif"
"Ruang himpunan mahasiswa ada dispenser","positif"
"Fasilitas genset merk Honda","positif"
"Mahasiswa bisa menggunakan software Eclipse","positif"
"Tersedia minuman yogurt di koperasi","positif"
"Pelatihan komunikasi efektif","positif"
"Ruang baca dengan tirai anti silau","positif"
"UKM Sepak Bola memiliki cone pembatas","positif"
"Fasilitas tempat sampah di ruang perpustakaan","positif"
"Mahasiswa bisa meminjam alat stabilizer kamera","positif"
"Tersedia layanan antar jemput wisuda","positif"
"Program magang di perusahaan media","positif"
"Ruang kelas dengan AC VRV","positif"
"UKM Paduan Suara memiliki partitur lagu","positif"
"Fasilitas tempat parkir mobil sewa","positif"
"Mahasiswa bisa mengakses EBSCOhost","positif"
"Tersedia kopi hitam kental di kantin","positif"
"Pelatihan user experience design","positif"
"Ruang tunggu dengan sofa panjang","positif"
"Kegiatan bakti sosial ke panti asuhan","positif"
"Mahasiswa bisa meminjam alat serut kayu","positif"
"Fasilitas tempat sampah di ruang tunggu","positif"
"UKM Bulutangkis memiliki tas raket","positif"
"Proses pendaftaran wisuda gelombang 5","positif"
"Fasilitas tempat parkir motor indoor","positif"
"Mahasiswa bisa menggunakan software IntelliJ IDEA","positif"
"Tersedia teh chamomile di kantin","positif"
"Pelatihan service excellence","positif"
"Ruang kelas dengan kursi empuk","positif"
"UKM Robotik memiliki sensor suhu","positif"
"Fasilitas CCTV di ruang rektor","positif"
"Mahasiswa bisa meminjam tang kombinasi di lab","positif"
"Tersedia layanan konseling pernikahan","positif"
"Program magang di perusahaan tambang","positif"
"Ruang baca dengan meja lipat","positif"
"UKM Pramuka memiliki ransel carrier","positif"
"Mahasiswa bisa mengakses SAGE Journals","positif"
"Tersedia kopi susu gula aren di kantin","positif"
"Pelatihan agile methodology","positif"
"Ruang kelas dengan lantai parket","positif"
"Kegiatan seminar teknologi","positif"
"Program beasiswa untuk mahasiswa S3","positif"
"Mahasiswa bisa meminjam harmonika","positif"
"Fasilitas tempat parkir sepeda dinamis","positif"
"UKM Tari memiliki selendang tari","positif"
"Ruang himpunan mahasiswa ada cermin besar","positif"
"Fasilitas genset merk Yamaha","positif"
"Mahasiswa bisa menggunakan software PyCharm","positif"
"Tersedia minuman es kelapa di koperasi","positif"
"Pelatihan teamwork building","positif"
"Ruang tunggu dengan lukisan dinding","positif"
"UKM Sepak Bola memiliki peluit wasit","positif"
"Fasilitas tempat sampah di ruang fitness","positif"
"Mahasiswa bisa meminjam alat lighting","positif"
"Tersedia layanan antar jemput orang tua","positif"
"Program magang di perusahaan penerbangan","positif"
"Ruang kelas dengan AC ceiling","positif"
"UKM Paduan Suara memiliki stand mic","positif"
"Fasilitas tempat parkir mobil tamu umum","positif"
"Mahasiswa bisa mengakses Cambridge Core","positif"
"Tersedia kopi vietnam drip di kantin","positif"
"Pelatihan customer service","positif"
"Ruang baca dengan gorden tebal","positif"
"Kegiatan jalan sehat memperingati HUT RI","positif"
"Mahasiswa bisa meminjam alat pahat kayu","positif"
"Fasilitas tempat sampah di ruang data","positif"
"UKM Bulutangkis memiliki sepatu badminton","positif"
"Proses pendaftaran yudisium gelombang 6","positif"
"Ruang himpunan mahasiswa ada kalender","positif"
"Fasilitas tempat parkir motor bawah pohon","positif"
"Mahasiswa bisa menggunakan software Sublime Text","positif"
"Tersedia teh rooibos di kantin","positif"
"Pelatihan leadership skill","positif"
"Ruang kelas dengan pintu otomatis","positif"
"UKM Robotik memiliki motor DC","positif"
"Fasilitas CCTV di ruang ujian","positif"
"Mahasiswa bisa meminjam obeng di lab","positif"
"Tersedia layanan konseling spiritual","positif"
"Program magang di perusahaan retail","positif"
"Ruang tunggu dengan meja marmer","positif"
"UKM Pramuka memiliki kompor portable","positif"
"Mahasiswa bisa mengakses Oxford Academic","positif"
"Tersedia kopi cold brew di kantin","positif"
"Pelatihan change management","positif"
"Ruang kelas dengan lampu sensor","positif"
"Kegiatan lomba inovasi teknologi","positif"
"Program beasiswa untuk mahasiswa ekstensi","positif"
"Mahasiswa bisa meminjam ukulele","positif"
"Fasilitas tempat parkir sepeda motor lipat","positif"
"UKM Tari memiliki topeng tari","positif"
"Ruang himpunan mahasiswa ada papan pengumuman","positif"
"Fasilitas genset merk Perkins","positif"
"Mahasiswa bisa menggunakan software Atom Editor","positif"
"Tersedia minuman es teh manis di koperasi","positif"
"Pelatihan emotional intelligence","positif"
"Ruang baca dengan lampu emergency","positif"
"UKM Sepak Bola memiliki bendera linesman","positif"
"Fasilitas tempat sampah di ruang fotokopi","positif"
"Mahasiswa bisa meminjam alat green screen","positif"
"Tersedia layanan antar jemput malam","positif"
"Program magang di perusahaan telekomunikasi","positif"
"Ruang kelas dengan AC standing floor","positif"
"UKM Paduan Suara memiliki folder partitur","positif"
"Fasilitas tempat parkir mobil dinas","positif"
"Mahasiswa bisa mengakses Taylor & Francis Online","positif"
"Tersedia kopi moka pot di kantin","positif"
"Pelatihan self management","positif"
"Ruang tunggu dengan vas bunga","positif"
"Mahasiswa bisa meminjam alat amplas kayu","positif"
"Fasilitas tempat sampah di ruang seminar","positif"
"UKM Bulutangkis memiliki kaos kaki badminton","positif"
"Proses pendaftaran wisuda gelombang 6","positif"
"Ruang himpunan mahasiswa ada jam digital","positif"
"Fasilitas tempat parkir motor dekat gerbang","positif"
"Mahasiswa bisa menggunakan software Notepad++","positif"
"Tersedia teh earl grey di kantin","positif"
"Pelatihan growth mindset","positif"
"Ruang kelas dengan papan tulis kaca","positif"
"UKM Robotik memiliki modul WiFi","positif"
"Fasilitas CCTV di ruang administrasi","positif"
"Mahasiswa bisa meminjam tespen di lab","positif"
"Program magang di perusahaan asuransi","positif"
"Ruang baca dengan pengharum ruangan","positif"
"UKM Pramuka memiliki alat masak","positif"
"Mahasiswa bisa mengakses Wiley Online Library","positif"
"Tersedia kopi espresso di kantin","positif"
"Pelatihan conflict resolution","positif"
"Ruang kelas dengan jam dinding analog","positif"
"Kegiatan seminar kewirausahaan","positif"
"Program beasiswa untuk mahasiswa diploma","positif"
"Mahasiswa bisa meminjam angklung","positif"
"Fasilitas tempat parkir sepeda anak","positif"
"UKM Tari memiliki kendang","positif"
"Ruang himpunan mahasiswa ada printer","positif"
"Fasilitas genset merk Cummins","positif"
"Mahasiswa bisa menggunakan software Brackets","positif"
"Tersedia minuman es jeruk di koperasi","positif"
"Pelatihan negotiation skill","positif"
"Ruang tunggu dengan aquarium","positif"
"UKM Sepak Bola memiliki kartu kuning merah","positif"
"Fasilitas tempat sampah di ruang baca","positif"
"Mahasiswa bisa meminjam alat audio recorder","positif"
"Tersedia layanan antar jemput pagi","positif"
"Program magang di perusahaan otomotif","positif"
"Ruang kelas dengan AC portable","positif"
"UKM Paduan Suara memiliki speaker monitor","positif"
"Fasilitas tempat parkir mobil operasional","positif"
"Mahasiswa bisa mengakses Nature Journal","positif"
"Tersedia kopi french press di kantin","positif"
"Pelatihan presentation skill","positif"
"Ruang baca dengan kursi roda","positif"
"Kegiatan bakti sosial ke desa terpencil","positif"
"Mahasiswa bisa meminjam alat ukur kayu","positif"
"Fasilitas tempat sampah di ruang teater","positif"
"UKM Bulutangkis memiliki deker","positif"
"Proses pendaftaran yudisium gelombang 7","positif"
"Ruang himpunan mahasiswa ada TV kabel","positif"
"Fasilitas tempat parkir motor dekat kantin","positif"
"Mahasiswa bisa menggunakan software BlueJ","positif"
"Tersedia teh peppermint di kantin","positif"
"Pelatihan writing skill","positif"
"Ruang kelas dengan tempat sampah kecil","positif"
"UKM Robotik memiliki LCD display","positif"
"Fasilitas CCTV di ruang keuangan","positif"
"Mahasiswa bisa meminjam tang jepit di lab","positif"
"Tersedia layanan konseling narkoba","positif"
"Program magang di perusahaan perhotelan","positif"
"Ruang tunggu dengan koran digital","positif"
"UKM Pramuka memiliki senter","positif"
"Mahasiswa bisa mengakses JSTOR","positif"
"Tersedia kopi tubruk gula aren di kantin","positif"
"Pelatihan teamwork collaboration","positif"
"Ruang kelas dengan jam dinding digital","positif"
"Kegiatan lomba fotografi","positif"
